Date,Open,High,Low,Close,Adj Close,Volume
2018-04-17,1593.819946,1597.469971,1573.599976,1583.300049,1495.334961,3301724
2018-04-18,1583.000000,1596.719971,1572.930054,1579.550049,1491.793213,2433066
2018-04-19,1589.949951,1608.599976,1582.880005,1595.569946,1506.923218,4820952
2018-04-20,1625.000000,1711.180054,1620.000000,1701.219971,1606.703491,18465662
2018-04-23,1712.000000,1778.949951,1694.780029,1704.319946,1609.631348,15185910
2018-04-24,1705.000000,1721.569946,1671.250000,1692.819946,1598.770142,8314336
2018-04-25,1692.500000,1741.500000,1682.530029,1735.119995,1638.720093,8196574
2018-04-26,1733.500000,1780.000000,1733.500000,1769.619995,1671.303467,12135034
2018-04-27,1762.500000,1772.000000,1710.000000,1725.969971,1630.078491,4501330
2018-04-30,1725.969971,1774.500000,1718.800049,1766.050049,1667.931885,3458558
2018-05-02,1765.250000,1766.099976,1735.650024,1749.880005,1652.660156,3158046
2018-05-03,1754.900024,1763.000000,1735.199951,1740.930054,1644.207275,3761550
2018-05-04,1746.000000,1748.500000,1735.000000,1740.380005,1643.687988,2347244
2018-05-07,1745.000000,1745.000000,1705.449951,1710.469971,1615.439697,3484426
2018-05-08,1717.349976,1743.250000,1698.349976,1720.599976,1625.006958,2992820
2018-05-09,1720.099976,1747.380005,1720.099976,1744.650024,1647.720825,2615050
2018-05-10,1751.469971,1755.569946,1720.099976,1725.619995,1629.747925,3858678
2018-05-11,1727.099976,1742.500000,1721.250000,1728.469971,1632.439575,2627876
2018-05-14,1728.500000,1735.500000,1705.400024,1716.780029,1621.398926,2433894
2018-05-15,1725.000000,1747.900024,1716.849976,1741.199951,1644.462402,1952890
2018-05-16,1739.969971,1754.500000,1737.619995,1746.949951,1649.892822,1648450
2018-05-17,1756.469971,1766.569946,1738.000000,1745.900024,1648.901245,2968048
2018-05-18,1740.400024,1758.849976,1729.000000,1751.030029,1653.746094,1874996
2018-05-21,1764.349976,1796.000000,1759.030029,1778.380005,1679.576660,3446178
2018-05-22,1779.000000,1787.469971,1746.849976,1754.449951,1656.976074,1857416
2018-05-23,1762.500000,1772.500000,1740.500000,1747.550049,1650.459473,1507298
2018-05-24,1755.000000,1807.500000,1751.180054,1801.849976,1701.742676,2962316
2018-05-25,1812.500000,1837.400024,1786.280029,1792.900024,1693.289917,3769772
2018-05-28,1808.250000,1808.250000,1743.000000,1751.030029,1653.746094,3716798
2018-05-29,1764.949951,1772.000000,1744.000000,1761.750000,1663.870605,3525312
2018-05-30,1754.530029,1766.500000,1741.250000,1757.050049,1659.431885,3779106
2018-05-31,1734.000000,1759.050049,1726.099976,1741.050049,1658.003296,5049371
2018-06-01,1754.000000,1757.500000,1716.300049,1732.449951,1649.813354,1603856
2018-06-04,1745.000000,1749.000000,1712.599976,1744.250000,1661.050537,1681483
2018-06-05,1744.000000,1751.900024,1711.150024,1721.599976,1639.480835,2449568
2018-06-06,1723.000000,1734.900024,1715.199951,1725.750000,1643.433105,2236512
2018-06-07,1725.000000,1749.000000,1723.800049,1735.550049,1652.765747,2414762
2018-06-08,1735.000000,1757.300049,1735.000000,1747.099976,1663.764648,2582138
2018-06-11,1747.099976,1763.000000,1743.000000,1749.699951,1666.240723,2179378
2018-06-12,1757.000000,1785.000000,1753.000000,1781.000000,1696.047607,4608875
2018-06-13,1816.000000,1831.650024,1798.000000,1824.099976,1737.091797,5370983
2018-06-14,1830.000000,1832.300049,1784.000000,1787.550049,1702.285156,3819998
2018-06-15,1800.000000,1847.099976,1788.599976,1840.050049,1752.281006,9183574
2018-06-18,1867.949951,1867.949951,1822.150024,1829.000000,1741.758057,4674987
2018-06-19,1822.150024,1839.000000,1821.000000,1824.500000,1737.472656,3245034
2018-06-20,1832.000000,1836.300049,1818.599976,1822.449951,1735.520630,3107695
2018-06-21,1832.000000,1832.000000,1817.599976,1819.349976,1732.568237,2910659
2018-06-22,1827.000000,1827.000000,1799.550049,1809.800049,1723.474121,2949458
2018-06-25,1811.900024,1822.349976,1806.000000,1819.250000,1732.473267,2083217
2018-06-26,1823.000000,1861.000000,1821.000000,1852.000000,1763.661133,4679712
2018-06-27,1860.000000,1885.150024,1851.250000,1858.000000,1769.374878,4081208
2018-06-28,1865.000000,1871.000000,1826.300049,1842.699951,1754.804565,4888125
2018-06-29,1844.900024,1867.400024,1842.300049,1847.750000,1759.613892,3506276
2018-07-02,1852.000000,1857.800049,1841.099976,1851.349976,1763.041992,2650290
2018-07-03,1859.949951,1879.900024,1857.050049,1874.050049,1784.659302,3242233
2018-07-04,1879.900024,1879.900024,1857.150024,1866.150024,1777.136108,2700614
2018-07-05,1873.000000,1887.500000,1862.099976,1880.300049,1790.611084,2472571
2018-07-06,1882.849976,1921.000000,1881.650024,1912.949951,1821.703613,3713781
2018-07-09,1924.000000,1924.400024,1876.500000,1883.000000,1793.182373,6151747
2018-07-10,1898.000000,1898.900024,1870.750000,1875.099976,1785.659058,5303302
2018-07-11,1900.000000,1998.000000,1894.150024,1979.900024,1885.460205,22903802
2018-07-12,1984.000000,1990.900024,1960.500000,1971.349976,1877.317993,6921701
2018-07-13,1975.000000,1997.900024,1974.000000,1981.099976,1886.603027,4148185
2018-07-16,1990.000000,1996.000000,1977.449951,1989.199951,1894.316772,2582159
2018-07-17,1989.000000,2009.000000,1981.000000,2002.150024,1910.490845,3315492
2018-07-18,2005.000000,2011.699951,1993.050049,2000.250000,1908.677856,2013869
2018-07-19,2002.099976,2010.449951,1970.000000,1981.400024,1890.690674,1746318
2018-07-20,1984.900024,2000.000000,1984.000000,1996.599976,1905.194824,1934995
2018-07-23,2001.000000,2009.949951,1986.000000,2005.650024,1913.830444,2086201
2018-07-24,2015.000000,2015.000000,1984.150024,1999.000000,1907.484985,2038423
2018-07-25,2001.900024,2002.000000,1968.400024,1981.500000,1890.786133,1535492
2018-07-26,1974.949951,1985.000000,1955.099976,1964.699951,1874.755127,3503036
2018-07-27,1960.849976,1964.650024,1940.300049,1943.750000,1854.764404,2033977
2018-07-30,1943.000000,1954.699951,1931.550049,1944.599976,1855.575317,1579251
2018-07-31,1942.000000,1947.000000,1928.000000,1940.199951,1851.376831,2204803
2018-08-01,1949.949951,1981.550049,1949.800049,1976.500000,1886.015015,2425180
2018-08-02,1980.000000,1985.000000,1945.000000,1948.400024,1859.201538,1509287
2018-08-03,1956.500000,1982.050049,1956.500000,1979.449951,1888.829956,1505131
2018-08-06,1997.000000,1998.949951,1972.250000,1975.550049,1885.108398,1532249
2018-08-07,1978.199951,1979.150024,1960.500000,1967.349976,1877.283813,1353521
2018-08-08,1972.000000,1978.300049,1962.000000,1974.000000,1883.629517,1315062
2018-08-09,1980.000000,1980.800049,1966.000000,1974.349976,1883.963379,2060297
2018-08-10,1980.949951,1996.500000,1972.050049,1993.099976,1901.854980,2784105
2018-08-13,1997.800049,2004.250000,1990.000000,2000.150024,1908.582031,3559575
2018-08-14,1992.000000,2024.599976,1982.400024,2003.550049,1911.826660,3311765
2018-08-16,2000.300049,2020.050049,1995.000000,2008.500000,1916.550171,2152065
2018-08-17,2013.849976,2021.900024,2004.000000,2012.750000,1920.605469,1213731
2018-08-20,2024.000000,2024.000000,2003.699951,2009.949951,1917.933594,1587032
2018-08-21,2010.150024,2024.000000,2004.000000,2017.650024,1925.281128,1376866
2018-08-23,2022.800049,2038.000000,2020.300049,2035.099976,1941.932251,3046791
2018-08-24,2035.099976,2046.000000,2031.000000,2043.000000,1949.470703,1570533
2018-08-27,2043.000000,2059.000000,2035.000000,2050.899902,1957.008789,1532702
2018-08-28,2055.000000,2072.000000,2052.000000,2069.199951,1974.471069,1987983
2018-08-29,2072.500000,2076.600098,2045.599976,2072.000000,1977.143066,1525867
2018-08-30,2068.000000,2085.000000,2065.500000,2082.399902,1987.066528,2408020
2018-08-31,2082.300049,2092.000000,2074.000000,2078.399902,1983.250000,2504554
2018-09-03,2084.800049,2090.000000,2048.399902,2052.899902,1958.917480,1439711
2018-09-04,2059.800049,2104.750000,2056.949951,2098.899902,2002.811279,4420803
2018-09-05,2100.000000,2107.250000,2075.050049,2079.250000,1984.061157,1681106
2018-09-06,2075.000000,2081.500000,2060.300049,2075.300049,1980.291992,2238097
2018-09-07,2079.300049,2084.000000,2065.399902,2079.850098,1984.633789,1312182
2018-09-10,2084.399902,2093.399902,2074.250000,2080.750000,1985.492310,1530539
2018-09-11,2089.000000,2089.000000,2042.199951,2046.250000,1952.571899,3679745
2018-09-12,2052.350098,2068.899902,2040.000000,2043.949951,1950.376953,2307661
2018-09-14,2044.000000,2071.550049,2018.150024,2065.399902,1970.845215,3642038
2018-09-17,2070.000000,2077.800049,2054.550049,2074.149902,1979.194580,1033857
2018-09-18,2073.000000,2078.800049,2057.600098,2070.750000,1975.950317,1456507
2018-09-19,2071.899902,2089.000000,2066.850098,2077.899902,1982.772705,1301268
2018-09-21,2077.000000,2121.000000,2050.149902,2103.149902,2006.866943,4508530
2018-09-24,2115.000000,2210.500000,2098.149902,2198.449951,2097.803955,3032226
2018-09-25,2204.899902,2211.899902,2153.800049,2183.199951,2083.252441,2868778
2018-09-26,2187.000000,2199.000000,2135.100098,2142.149902,2044.081543,1970951
2018-09-27,2141.899902,2209.699951,2135.800049,2188.850098,2088.644043,3311802
2018-09-28,2178.000000,2190.000000,2158.850098,2183.699951,2083.729248,2904371
2018-10-01,2190.899902,2275.949951,2190.350098,2255.550049,2152.290039,3772208
2018-10-03,2250.300049,2255.000000,2155.600098,2162.850098,2063.833984,3902322
2018-10-04,2156.600098,2156.649902,2056.350098,2064.800049,1970.272583,4762419
2018-10-05,2050.000000,2120.000000,2020.900024,2102.649902,2006.389648,3417624
2018-10-08,2102.649902,2122.199951,2048.149902,2077.550049,1982.438965,2010154
2018-10-09,2080.350098,2107.649902,2053.199951,2091.800049,1996.036621,1867130
2018-10-10,2100.000000,2105.949951,2029.000000,2043.599976,1950.043213,2749573
2018-10-11,1985.000000,2013.000000,1941.000000,1979.949951,1889.307007,4700256
2018-10-12,1978.000000,1978.000000,1903.000000,1918.300049,1830.479614,9373289
2018-10-15,1940.000000,1955.550049,1920.000000,1949.500000,1860.251099,2638151
2018-10-16,1958.000000,1971.900024,1935.000000,1962.300049,1872.465210,2815425
2018-10-17,1970.000000,1989.000000,1920.000000,1929.400024,1841.071167,2779207
2018-10-19,1929.000000,1929.000000,1870.050049,1913.199951,1825.612915,3428776
2018-10-22,1914.000000,1916.000000,1886.949951,1903.000000,1815.880005,1778496
2018-10-23,1888.000000,1898.000000,1837.000000,1843.650024,1762.952637,2752811
2018-10-24,1852.050049,1874.000000,1811.099976,1848.500000,1767.590332,2735913
2018-10-25,1844.000000,1876.900024,1825.050049,1853.000000,1771.893311,2507233
2018-10-26,1853.900024,1853.900024,1791.099976,1799.099976,1720.352539,2285970
2018-10-29,1808.699951,1877.949951,1784.349976,1871.000000,1789.105347,2609483
2018-10-30,1867.000000,1909.400024,1845.000000,1894.800049,1811.863770,2404883
2018-10-31,1900.000000,1943.900024,1875.449951,1938.150024,1853.316284,2769190
2018-11-01,1943.650024,1944.349976,1901.300049,1935.750000,1851.021362,2769759
2018-11-02,1934.199951,1954.599976,1905.000000,1913.449951,1829.697388,1818635
2018-11-05,1910.000000,1927.349976,1884.750000,1890.849976,1808.086670,1713366
2018-11-06,1894.000000,1937.500000,1891.000000,1932.699951,1848.104736,1398710
2018-11-07,1940.000000,1949.000000,1937.000000,1942.150024,1857.141235,144530
2018-11-09,1961.000000,1961.949951,1905.000000,1909.199951,1825.633423,2570479
2018-11-12,1908.500000,1946.099976,1908.500000,1914.849976,1831.036133,2552008
2018-11-13,1915.000000,1939.000000,1903.000000,1934.949951,1850.256348,1418432
2018-11-14,1925.000000,1929.900024,1870.000000,1880.650024,1798.332886,2422318
2018-11-15,1864.000000,1899.000000,1857.599976,1872.849976,1790.874512,1829123
2018-11-16,1889.000000,1899.800049,1870.250000,1886.599976,1804.022583,1829729
2018-11-19,1899.000000,1907.349976,1864.300049,1902.449951,1819.178589,1740628
2018-11-20,1902.000000,1902.000000,1874.199951,1878.250000,1796.038208,1190182
2018-11-21,1871.000000,1871.050049,1798.550049,1812.000000,1732.687866,3840461
2018-11-22,1820.000000,1847.599976,1809.949951,1812.550049,1733.213867,3194219
2018-11-26,1819.000000,1860.000000,1784.500000,1846.099976,1765.295532,4333177
2018-11-27,1854.000000,1897.900024,1835.349976,1890.250000,1807.512817,3344839
2018-11-28,1889.000000,1989.000000,1882.500000,1983.900024,1897.063843,5313249
2018-11-29,1997.000000,1997.000000,1942.550049,1960.550049,1874.735840,4035441
2018-11-30,1966.000000,1991.000000,1959.849976,1968.250000,1882.098755,5268901
2018-12-03,1984.000000,1990.000000,1968.300049,1982.400024,1895.629395,1610576
2018-12-04,1983.000000,2019.400024,1971.000000,2010.849976,1922.834351,3270615
2018-12-05,2006.000000,2018.000000,1985.000000,2006.750000,1918.913696,2501539
2018-12-06,1998.000000,2017.000000,1979.599976,1992.699951,1905.478516,2321216
2018-12-07,1985.050049,2003.900024,1973.000000,1995.199951,1907.869141,1680420
2018-12-10,1975.000000,2011.000000,1960.000000,1975.800049,1889.318359,2010786
2018-12-11,1970.000000,2010.000000,1961.000000,2000.000000,1912.459106,2942014
2018-12-12,2001.099976,2022.000000,1984.949951,2016.800049,1928.523804,2219993
2018-12-13,2024.000000,2029.699951,1974.500000,1982.599976,1895.820679,3748429
2018-12-14,1983.000000,1998.949951,1975.250000,1989.750000,1902.657715,2473761
2018-12-17,1999.000000,2004.900024,1985.000000,1994.300049,1907.008545,1227921
2018-12-18,1991.900024,2002.000000,1976.400024,1987.849976,1900.840942,1768742
2018-12-19,1984.800049,1984.800049,1960.050049,1968.449951,1882.290039,2498833
2018-12-20,1953.800049,1974.900024,1946.000000,1954.050049,1868.520508,1940277
2018-12-21,1948.000000,1950.000000,1886.550049,1895.800049,1812.820068,3729956
2018-12-24,1905.800049,1938.900024,1905.000000,1918.500000,1834.526489,1864116
2018-12-26,1921.800049,1921.800049,1870.250000,1889.199951,1806.508667,2446614
2018-12-27,1909.000000,1941.699951,1872.099976,1908.949951,1825.394165,4968201
2018-12-28,1915.000000,1920.000000,1893.000000,1896.050049,1813.058960,2239130
2018-12-31,1908.000000,1909.000000,1886.150024,1893.050049,1810.190430,1879740
2019-01-01,1896.000000,1910.000000,1885.000000,1902.800049,1819.513672,1094883
2019-01-02,1905.000000,1934.449951,1900.000000,1923.300049,1839.116333,2100463
2019-01-03,1919.000000,1944.949951,1893.099976,1899.949951,1816.788330,2611668
2019-01-04,1900.000000,1901.199951,1841.000000,1876.849976,1794.699463,4280862
2019-01-07,1891.800049,1908.800049,1881.000000,1897.900024,1814.828125,1856423
2019-01-08,1905.400024,1906.400024,1883.300049,1893.550049,1810.668457,1691756
2019-01-09,1907.400024,1919.000000,1866.699951,1886.949951,1804.357422,2414376
2019-01-10,1890.000000,1905.000000,1872.099976,1888.550049,1805.887695,3053461
2019-01-11,1870.000000,1875.000000,1835.000000,1842.550049,1761.901001,9209862
2019-01-14,1850.000000,1851.000000,1810.000000,1813.250000,1733.883179,3615370
2019-01-15,1810.000000,1869.349976,1808.000000,1867.800049,1786.045532,7711653
2019-01-16,1870.000000,1875.000000,1847.000000,1870.150024,1788.292603,2359280
2019-01-17,1878.000000,1898.000000,1871.300049,1894.300049,1815.268311,2625816
2019-01-18,1881.000000,1904.199951,1876.000000,1900.650024,1821.353394,1683728
2019-01-21,1902.000000,1932.000000,1895.449951,1908.699951,1829.067261,2409803
2019-01-22,1907.099976,1918.250000,1890.000000,1901.900024,1822.551147,2457093
2019-01-23,1901.000000,1906.099976,1870.000000,1875.599976,1797.348389,2578169
2019-01-24,1884.800049,1905.250000,1875.000000,1901.550049,1822.215698,1962927
2019-01-25,1902.000000,1935.000000,1901.000000,1920.800049,1840.662598,2327080
2019-01-28,1933.000000,1962.000000,1925.500000,1955.000000,1873.435913,2769033
2019-01-29,1962.000000,1989.050049,1936.650024,1982.750000,1900.027954,2557626
2019-01-30,1979.599976,1989.500000,1954.650024,1981.400024,1898.734253,2429575
2019-01-31,1987.000000,2019.750000,1985.000000,2014.099976,1930.069946,4094319
2019-02-01,2009.500000,2034.750000,1998.099976,2029.949951,1945.258789,3064163
2019-02-04,2029.949951,2055.449951,2023.000000,2050.250000,1964.711914,1590764
2019-02-05,2050.000000,2055.000000,2028.000000,2044.550049,1959.249756,1111404
2019-02-06,2049.899902,2086.850098,2041.050049,2074.800049,1988.237793,1789812
2019-02-07,2074.750000,2097.949951,2067.000000,2082.899902,1995.999390,1339945
2019-02-08,2075.000000,2089.500000,2051.000000,2061.399902,1975.396484,1684474
2019-02-11,2060.000000,2096.000000,2048.899902,2065.899902,1979.708740,1778730
2019-02-12,2070.000000,2070.000000,2018.000000,2051.600098,1966.005615,2422903
2019-02-14,2060.050049,2075.000000,2033.050049,2044.599976,1959.297607,1724085
2019-02-15,2049.000000,2052.000000,2010.949951,2029.699951,1945.019043,1930065
2019-02-18,2037.599976,2041.949951,1962.650024,1970.300049,1888.097534,2942184
2019-02-19,1970.000000,1971.000000,1892.000000,1904.800049,1825.330322,4408554
2019-02-20,1915.000000,1933.800049,1881.300049,1914.750000,1834.865112,4645778
2019-02-21,1914.750000,1940.000000,1897.050049,1914.199951,1834.337891,4683919
2019-02-22,1917.199951,1930.000000,1905.099976,1925.650024,1845.310181,2271955
2019-02-25,1932.500000,1990.000000,1930.500000,1985.150024,1902.328003,2934880
2019-02-26,1984.000000,2045.150024,1972.250000,2038.699951,1953.643555,6453309
2019-02-27,2040.000000,2074.949951,2022.000000,2058.100098,1972.234375,4732082
2019-02-28,2060.000000,2071.350098,1977.599976,1983.449951,1900.698730,8454295
2019-03-01,1995.050049,2005.000000,1980.349976,1995.400024,1912.150146,4148548
2019-03-05,2005.000000,2007.000000,1976.599976,1988.099976,1905.154663,2449622
2019-03-06,1989.300049,2015.000000,1985.050049,1999.599976,1916.174927,2635047
2019-03-07,2005.000000,2024.050049,2000.199951,2013.300049,1929.303589,2539884
2019-03-08,2025.000000,2033.000000,2010.050049,2022.699951,1938.311279,2031071
2019-03-11,2028.900024,2033.000000,2003.650024,2014.800049,1930.740967,3111689
2019-03-12,2014.050049,2024.800049,2003.000000,2012.449951,1928.488892,2658550
2019-03-13,2013.000000,2015.900024,1978.599976,2000.500000,1917.037476,1833163
2019-03-14,2004.949951,2007.800049,1981.000000,1987.400024,1904.484009,1905495
2019-03-15,1998.900024,2068.949951,1991.000000,2039.949951,1954.841553,5184318
2019-03-18,2043.000000,2064.600098,2011.000000,2022.800049,1938.406982,2349915
2019-03-19,2030.000000,2030.000000,1995.099976,2022.800049,1938.406982,2373993
2019-03-20,2028.000000,2044.800049,2000.000000,2015.050049,1930.980469,3091165
2019-03-22,2015.000000,2016.000000,1983.300049,2005.650024,1921.972656,3148149
2019-03-25,2007.800049,2007.800049,1977.199951,1984.250000,1901.465332,2429205
2019-03-26,1984.000000,1994.949951,1958.050049,1982.650024,1899.932129,2316539
2019-03-27,1994.000000,1998.000000,1961.000000,1967.900024,1885.797607,2266166
2019-03-28,1980.000000,2014.599976,1972.800049,2000.300049,1916.845947,4054489
2019-04-01,2010.000000,2039.949951,2008.250000,2031.650024,1946.887817,2095740
2019-04-02,2037.099976,2086.000000,2037.000000,2079.300049,1992.549805,3719663
2019-04-03,2085.000000,2089.600098,2058.100098,2079.300049,1992.549805,2939886
2019-04-04,2078.149902,2079.699951,2007.400024,2014.500000,1930.453369,4397518
2019-04-05,2028.650024,2054.399902,2018.800049,2048.300049,1962.843262,3152103
2019-04-08,2059.000000,2075.000000,2032.699951,2070.750000,1984.356445,2194294
2019-04-09,2070.000000,2098.000000,2057.649902,2091.500000,2004.240967,2690970
2019-04-10,2083.000000,2085.500000,2036.000000,2040.250000,1955.129150,3313062
2019-04-11,2045.000000,2055.000000,2013.650024,2019.500000,1935.244629,3422442
2019-04-12,2038.000000,2039.000000,2007.000000,2014.500000,1930.453369,3198471
2019-04-15,2070.000000,2119.800049,2041.000000,2113.300049,2025.131348,9189201
2019-04-16,2120.000000,2155.949951,2115.550049,2131.800049,2042.859619,5771952
2019-04-18,2149.899902,2155.000000,2114.199951,2150.050049,2060.347900,3413728
2019-04-22,2148.000000,2176.000000,2145.600098,2161.449951,2071.272217,2007135
2019-04-23,2163.000000,2165.500000,2134.050049,2155.050049,2065.139648,2163524
2019-04-24,2158.000000,2195.000000,2156.100098,2183.449951,2092.354492,3003071
2019-04-25,2175.000000,2205.000000,2168.050049,2195.000000,2103.422363,4211526
2019-04-26,2203.000000,2243.949951,2193.149902,2238.550049,2145.155762,2716958
2019-04-30,2238.550049,2266.949951,2230.100098,2260.350098,2166.046387,3488395
2019-05-02,2255.000000,2259.399902,2211.100098,2215.399902,2122.971436,2457699
2019-05-03,2185.000000,2186.050049,2125.000000,2132.000000,2043.051147,3780886
2019-05-06,2110.000000,2165.000000,2108.500000,2157.850098,2067.822754,2891422
2019-05-07,2160.050049,2184.350098,2138.800049,2151.949951,2062.168701,2201698
2019-05-08,2151.000000,2168.000000,2130.399902,2152.850098,2063.031494,1824895
2019-05-09,2145.000000,2184.100098,2136.100098,2172.550049,2081.909424,2264162
2019-05-10,2175.000000,2192.000000,2125.850098,2135.800049,2046.692627,2039633
2019-05-13,2133.000000,2167.000000,2121.649902,2128.750000,2039.936768,1701744
2019-05-14,2135.000000,2159.800049,2072.350098,2092.350098,2005.055420,2456110
2019-05-15,2097.000000,2124.000000,2084.500000,2095.399902,2007.977905,2346876
2019-05-16,2096.000000,2124.000000,2077.050049,2108.750000,2020.770996,1946529
2019-05-17,2112.600098,2135.000000,2090.000000,2095.449951,2008.026123,1947908
2019-05-20,2125.000000,2151.399902,2050.000000,2143.949951,2054.502441,2625116
2019-05-21,2148.050049,2148.699951,2102.550049,2109.750000,2021.729492,1863157
2019-05-22,2110.000000,2121.949951,2075.000000,2081.750000,1994.897339,2595795
