Date,Open,High,Low,Close,Adj Close,Volume
2019-06-04,3026.199951,3029.300049,2970.399902,2983.899902,2793.137695,450220
2019-06-06,3002.000000,3027.899902,2960.000000,2991.649902,2800.392334,481570
2019-06-07,2999.949951,3006.649902,2953.449951,2961.399902,2772.075928,212676
2019-06-10,2976.000000,2999.000000,2963.600098,2989.800049,2798.660400,155660
2019-06-11,3003.800049,3025.000000,2981.000000,2987.149902,2796.179688,355284
2019-06-12,2991.000000,2997.050049,2931.300049,2944.500000,2756.256592,273834
2019-06-13,2951.000000,2955.000000,2901.250000,2922.649902,2735.803467,224615
2019-06-14,2927.000000,2935.000000,2865.000000,2872.550049,2688.906494,353978
2019-06-17,2865.050049,2870.000000,2827.800049,2836.199951,2654.880127,314402
2019-06-18,2837.000000,2882.050049,2837.000000,2855.600098,2673.040283,308511
2019-06-19,2870.000000,2884.000000,2803.000000,2822.899902,2642.430420,294638
2019-06-20,2837.899902,2906.899902,2806.149902,2897.300049,2712.074219,301774
2019-06-21,2894.899902,2910.899902,2844.100098,2875.550049,2691.714600,529699
2019-06-24,2855.000000,2877.100098,2801.199951,2816.899902,2636.813965,434882
2019-06-25,2814.000000,2853.949951,2786.000000,2843.699951,2661.900879,424591
2019-06-26,2839.949951,2881.350098,2814.000000,2868.699951,2685.302490,265442
2019-06-27,2867.250000,2909.899902,2851.000000,2865.850098,2682.634766,621516
2019-06-28,2865.000000,2869.000000,2817.300049,2827.050049,2646.315186,303973
2019-07-01,2838.399902,2920.149902,2836.199951,2911.949951,2725.787354,628760
2019-07-02,2919.000000,2927.949951,2864.000000,2883.550049,2699.203125,334846
2019-07-03,2900.000000,2910.000000,2872.000000,2897.750000,2712.495361,274468
2019-07-04,2900.000000,2909.000000,2877.000000,2894.800049,2709.733887,249409
2019-07-05,2898.000000,2918.000000,2826.949951,2842.550049,2660.824463,324849
2019-07-08,2827.550049,2827.550049,2746.600098,2777.800049,2600.213867,363327
2019-07-09,2774.000000,2796.500000,2755.000000,2786.399902,2608.263672,253454
2019-07-10,2790.000000,2793.949951,2720.550049,2740.399902,2565.204834,378373
2019-07-11,2720.000000,2724.500000,2660.250000,2711.699951,2595.159668,653802
2019-07-12,2720.000000,2751.899902,2693.350098,2722.550049,2605.543457,298498
2019-07-15,2728.000000,2754.000000,2705.699951,2714.000000,2597.360840,299859
2019-07-16,2710.000000,2745.000000,2678.000000,2732.449951,2615.017822,315367
2019-07-17,2725.000000,2735.750000,2691.350098,2696.899902,2580.995605,267305
2019-07-18,2700.000000,2711.850098,2621.100098,2630.800049,2517.736572,365949
2019-07-19,2640.000000,2654.949951,2550.000000,2558.250000,2448.304443,456542
2019-07-22,2560.000000,2609.949951,2514.449951,2562.899902,2452.754639,407638
2019-07-23,2569.000000,2570.000000,2515.199951,2523.850098,2415.383057,602971
2019-07-24,2523.850098,2543.000000,2482.000000,2522.600098,2414.186768,481139
2019-07-25,2526.449951,2567.899902,2513.000000,2547.000000,2437.537842,549808
2019-07-26,2547.000000,2679.949951,2506.250000,2618.649902,2506.108643,2105536
2019-07-29,2590.000000,2590.000000,2451.000000,2487.649902,2380.738525,1009207
2019-07-30,2490.000000,2515.000000,2445.449951,2463.850098,2357.961670,784779
2019-07-31,2463.000000,2536.000000,2442.199951,2516.500000,2408.348633,651778
2019-08-01,2485.050049,2552.600098,2473.600098,2537.649902,2428.589600,625372
2019-08-02,2517.100098,2618.000000,2478.149902,2600.550049,2488.786621,1021098
2019-08-05,2565.000000,2642.649902,2545.500000,2619.750000,2507.161377,906097
2019-08-06,2600.000000,2649.000000,2592.899902,2609.800049,2497.639160,765470
2019-08-07,2635.500000,2635.500000,2585.000000,2605.100098,2493.141113,459833
2019-08-08,2612.000000,2721.550049,2602.050049,2703.750000,2587.551270,592914
2019-08-09,2710.550049,2741.500000,2685.000000,2707.600098,2591.235840,673080
2019-08-13,2699.949951,2742.850098,2642.600098,2670.550049,2555.778320,706218
2019-08-14,2672.000000,2757.000000,2672.000000,2713.899902,2597.265137,522580
2019-08-16,2712.050049,2760.000000,2661.350098,2750.949951,2632.722656,600082
2019-08-19,2764.750000,2773.000000,2713.800049,2725.500000,2608.366699,461203
2019-08-20,2730.000000,2768.699951,2718.550049,2742.949951,2625.066650,537366
2019-08-21,2745.949951,2771.500000,2735.000000,2764.800049,2645.977539,429633
2019-08-22,2762.000000,2775.000000,2731.300049,2744.250000,2626.310791,428855
2019-08-23,2743.949951,2765.000000,2714.149902,2749.149902,2631.000000,332505
2019-08-26,2794.699951,2794.699951,2686.000000,2736.800049,2619.180908,577286
2019-08-27,2754.000000,2798.399902,2745.100098,2766.500000,2647.604492,514940
2019-08-28,2760.000000,2813.949951,2750.550049,2766.750000,2647.843750,479960
2019-08-29,2762.000000,2786.750000,2738.399902,2757.800049,2639.278564,438739
2019-08-30,2766.100098,2796.899902,2726.149902,2788.300049,2668.467773,391007
2019-09-03,2775.300049,2805.100098,2757.600098,2764.199951,2645.403320,493182
2019-09-04,2774.399902,2788.449951,2725.000000,2735.699951,2618.128174,340167
2019-09-05,2740.050049,2775.449951,2740.050049,2759.199951,2640.618164,383992
2019-09-06,2772.899902,2864.800049,2745.500000,2839.350098,2717.323730,1005180
2019-09-09,2809.000000,2838.550049,2797.000000,2817.800049,2696.699951,471251
2019-09-11,2838.899902,2920.449951,2812.000000,2908.399902,2783.406006,1253636
2019-09-12,2911.000000,2911.399902,2846.699951,2852.199951,2729.621338,314580
2019-09-13,2860.000000,2889.000000,2855.000000,2878.199951,2754.503906,355911
2019-09-16,2859.000000,2887.699951,2850.000000,2874.449951,2750.915039,305963
2019-09-17,2874.800049,2875.850098,2762.550049,2773.149902,2653.968750,439334
2019-09-18,2798.000000,2819.000000,2750.100098,2777.050049,2657.701172,524048
2019-09-19,2773.000000,2776.000000,2721.449951,2738.850098,2621.142822,228796
2019-09-20,2730.000000,3020.100098,2725.000000,2929.250000,2803.360107,1423536
2019-09-23,2956.100098,3027.149902,2929.000000,2995.149902,2866.427734,807027
2019-09-24,3001.000000,3005.000000,2929.199951,2958.149902,2831.017822,479273
2019-09-25,2940.000000,2965.000000,2910.000000,2941.000000,2814.604980,439376
2019-09-26,2942.000000,2993.000000,2935.000000,2970.300049,2842.645996,647497
2019-09-27,2964.000000,2989.550049,2936.149902,2957.500000,2830.395996,326785
2019-09-30,2960.100098,2974.949951,2902.500000,2941.800049,2815.370850,384245
2019-10-01,2945.000000,2977.699951,2888.050049,2910.000000,2784.937256,546876
2019-10-03,2915.000000,2939.699951,2882.500000,2897.899902,2773.357178,292132
2019-10-04,2915.000000,2935.000000,2855.000000,2863.550049,2740.483643,342652
2019-10-07,2859.899902,2900.050049,2854.949951,2892.300049,2767.998047,276023
2019-10-09,2889.000000,2915.000000,2877.750000,2891.850098,2767.567383,355878
2019-10-10,2881.000000,2932.000000,2865.000000,2886.250000,2762.208008,313632
2019-10-11,2898.000000,2925.000000,2883.550049,2898.800049,2774.218750,198610
2019-10-14,2889.100098,2975.000000,2888.000000,2958.050049,2830.922363,367105
2019-10-15,2964.000000,3029.899902,2953.449951,3011.949951,2882.505859,636441
2019-10-16,3035.000000,3050.000000,3015.250000,3023.699951,2893.750732,572575
2019-10-17,3009.000000,3140.000000,2995.000000,3111.500000,2977.777588,707480
2019-10-18,3119.000000,3119.949951,3075.000000,3087.050049,2954.378418,398223
2019-10-22,3090.050049,3154.399902,3089.649902,3122.300049,2988.113525,379635
2019-10-23,3122.399902,3237.350098,3095.000000,3162.649902,3026.729248,2111842
2019-10-24,3165.000000,3201.000000,3143.449951,3167.850098,3031.705811,656713
2019-10-25,3187.149902,3187.149902,3110.000000,3129.649902,2995.147461,369730
2019-10-27,null,null,null,null,null,null
2019-10-29,3145.000000,3198.649902,3137.350098,3180.750000,3044.051270,383452
2019-10-30,3199.399902,3229.399902,3173.100098,3222.899902,3084.389893,572787
2019-10-31,3229.699951,3255.000000,3213.000000,3247.350098,3107.789307,446046
2019-11-01,3250.000000,3289.000000,3190.000000,3232.649902,3093.720703,748062
2019-11-04,3236.000000,3248.250000,3181.300049,3212.050049,3074.006348,330025
2019-11-05,3225.000000,3255.699951,3191.149902,3246.300049,3106.784180,305513
2019-11-06,3244.000000,3271.500000,3214.750000,3248.300049,3108.698242,348652
2019-11-07,3244.000000,3277.000000,3222.949951,3265.850098,3125.494141,326912
2019-11-08,3257.800049,3288.800049,3235.550049,3245.550049,3106.066406,483871
2019-11-11,3238.000000,3254.000000,3221.000000,3237.350098,3098.218994,278347
2019-11-13,3230.000000,3245.000000,3190.800049,3206.000000,3068.216309,305804
2019-11-14,3205.000000,3244.550049,3191.100098,3233.300049,3094.343018,310906
2019-11-15,3240.000000,3252.449951,3200.000000,3215.350098,3077.164551,311463
2019-11-18,3225.000000,3225.000000,3146.750000,3156.899902,3021.226318,441118
2019-11-19,3156.000000,3171.500000,3122.100098,3161.050049,3025.197998,285669
2019-11-20,3145.550049,3168.899902,3130.500000,3162.399902,3026.489990,238889
2019-11-21,3152.399902,3209.000000,3144.000000,3188.350098,3051.324951,347577
2019-11-22,3180.000000,3186.000000,3133.500000,3152.350098,3016.872070,285777
2019-11-25,3152.350098,3206.300049,3105.199951,3195.649902,3058.311035,332892
2019-11-26,3199.899902,3228.000000,3168.750000,3178.149902,3041.562988,628851
2019-11-27,3188.149902,3217.250000,3180.000000,3212.050049,3074.006348,308282
2019-11-28,3210.000000,3216.750000,3182.800049,3196.399902,3059.028564,194094
2019-11-29,3186.000000,3196.000000,3147.100098,3176.000000,3039.505615,203765
2019-12-02,3163.100098,3217.399902,3142.050049,3159.250000,3023.475342,474666
2019-12-03,3167.000000,3270.000000,3167.000000,3259.750000,3119.656250,864612
2019-12-04,3259.750000,3278.000000,3228.000000,3251.149902,3111.425781,458892
2019-12-05,3240.000000,3286.399902,3225.850098,3243.100098,3103.721924,692533
2019-12-06,3243.100098,3258.000000,3193.100098,3206.100098,3068.312012,275871
2019-12-09,3223.899902,3239.850098,3202.300049,3225.550049,3086.926025,217098
2019-12-10,3230.000000,3240.000000,3211.250000,3232.500000,3093.577393,278890
2019-12-11,3240.149902,3274.850098,3220.050049,3268.649902,3128.173584,327568
2019-12-12,3276.300049,3283.300049,3256.600098,3261.449951,3121.283203,263581
2019-12-13,3274.899902,3274.899902,3220.250000,3232.899902,3093.959961,360095
2019-12-16,3234.500000,3280.000000,3213.149902,3220.399902,3081.997314,376835
2019-12-17,3225.000000,3231.699951,3194.399902,3199.100098,3061.612793,336920
2019-12-18,3199.050049,3220.000000,3192.199951,3213.649902,3075.537354,315871
2019-12-19,3206.000000,3232.000000,3182.000000,3218.399902,3080.083252,409369
2019-12-20,3232.000000,3239.800049,3197.600098,3203.750000,3066.062988,304173
2019-12-23,3205.000000,3225.000000,3184.500000,3219.500000,3081.135986,242195
2019-12-24,3220.000000,3235.000000,3210.000000,3226.750000,3088.074463,172853
2019-12-26,3226.000000,3239.000000,3204.000000,3230.050049,3091.232666,241386
2019-12-27,3221.250000,3258.000000,3220.500000,3241.949951,3102.621094,211224
2019-12-30,3240.000000,3260.000000,3229.050049,3251.949951,3112.191406,332557
